location,date_time,path,year,month,day,hour,min
albentosa,2023-03-21 13:01:01,..\..\resources\images_ibericam\albentosa-20230321-130101.jpg,2023,3,21,13,1
albentosa,2023-03-21 13:02:01,..\..\resources\images_ibericam\albentosa-20230321-130201.jpg,2023,3,21,13,2
albentosa,2023-03-21 13:03:01,..\..\resources\images_ibericam\albentosa-20230321-130301.jpg,2023,3,21,13,3
albentosa,2023-03-21 13:04:01,..\..\resources\images_ibericam\albentosa-20230321-130401.jpg,2023,3,21,13,4
albentosa,2023-03-21 13:05:01,..\..\resources\images_ibericam\albentosa-20230321-130501.jpg,2023,3,21,13,5
albentosa,2023-03-22 13:01:01,..\..\resources\images_ibericam\albentosa-20230322-130101.jpg,2023,3,22,13,1
albentosa,2023-03-22 13:02:01,..\..\resources\images_ibericam\albentosa-20230322-130201.jpg,2023,3,22,13,2
albentosa,2023-03-22 13:03:01,..\..\resources\images_ibericam\albentosa-20230322-130301.jpg,2023,3,22,13,3
albentosa,2023-03-22 13:04:01,..\..\resources\images_ibericam\albentosa-20230322-130401.jpg,2023,3,22,13,4
albentosa,2023-03-22 13:05:01,..\..\resources\images_ibericam\albentosa-20230322-130501.jpg,2023,3,22,13,5
albentosa,2023-03-23 13:01:01,..\..\resources\images_ibericam\albentosa-20230323-130101.jpg,2023,3,23,13,1
albentosa,2023-03-23 13:02:01,..\..\resources\images_ibericam\albentosa-20230323-130201.jpg,2023,3,23,13,2
albentosa,2023-03-23 13:03:01,..\..\resources\images_ibericam\albentosa-20230323-130301.jpg,2023,3,23,13,3
albentosa,2023-03-23 13:04:01,..\..\resources\images_ibericam\albentosa-20230323-130401.jpg,2023,3,23,13,4
albentosa,2023-03-23 13:05:01,..\..\resources\images_ibericam\albentosa-20230323-130501.jpg,2023,3,23,13,5
albentosa,2023-03-24 13:01:01,..\..\resources\images_ibericam\albentosa-20230324-130101.jpg,2023,3,24,13,1
albentosa,2023-03-24 13:02:01,..\..\resources\images_ibericam\albentosa-20230324-130201.jpg,2023,3,24,13,2
albentosa,2023-03-24 13:03:01,..\..\resources\images_ibericam\albentosa-20230324-130301.jpg,2023,3,24,13,3
albentosa,2023-03-24 13:04:01,..\..\resources\images_ibericam\albentosa-20230324-130401.jpg,2023,3,24,13,4
albentosa,2023-03-24 13:05:01,..\..\resources\images_ibericam\albentosa-20230324-130501.jpg,2023,3,24,13,5
albentosa,2023-03-25 13:01:02,..\..\resources\images_ibericam\albentosa-20230325-130102.jpg,2023,3,25,13,1
albentosa,2023-03-25 13:02:01,..\..\resources\images_ibericam\albentosa-20230325-130201.jpg,2023,3,25,13,2
albentosa,2023-03-25 13:03:01,..\..\resources\images_ibericam\albentosa-20230325-130301.jpg,2023,3,25,13,3
albentosa,2023-03-25 13:04:01,..\..\resources\images_ibericam\albentosa-20230325-130401.jpg,2023,3,25,13,4
albentosa,2023-03-25 13:05:01,..\..\resources\images_ibericam\albentosa-20230325-130501.jpg,2023,3,25,13,5
albentosa,2023-03-26 13:01:01,..\..\resources\images_ibericam\albentosa-20230326-130101.jpg,2023,3,26,13,1
albentosa,2023-03-26 13:02:01,..\..\resources\images_ibericam\albentosa-20230326-130201.jpg,2023,3,26,13,2
albentosa,2023-03-26 13:03:01,..\..\resources\images_ibericam\albentosa-20230326-130301.jpg,2023,3,26,13,3
albentosa,2023-03-26 13:04:01,..\..\resources\images_ibericam\albentosa-20230326-130401.jpg,2023,3,26,13,4
albentosa,2023-03-26 13:05:01,..\..\resources\images_ibericam\albentosa-20230326-130501.jpg,2023,3,26,13,5
albentosa,2023-03-27 13:01:01,..\..\resources\images_ibericam\albentosa-20230327-130101.jpg,2023,3,27,13,1
albentosa,2023-03-27 13:02:02,..\..\resources\images_ibericam\albentosa-20230327-130202.jpg,2023,3,27,13,2
albentosa,2023-03-27 13:03:01,..\..\resources\images_ibericam\albentosa-20230327-130301.jpg,2023,3,27,13,3
albentosa,2023-03-27 13:04:01,..\..\resources\images_ibericam\albentosa-20230327-130401.jpg,2023,3,27,13,4
albentosa,2023-03-27 13:05:01,..\..\resources\images_ibericam\albentosa-20230327-130501.jpg,2023,3,27,13,5
albentosa,2023-03-28 13:01:01,..\..\resources\images_ibericam\albentosa-20230328-130101.jpg,2023,3,28,13,1
albentosa,2023-03-28 13:02:01,..\..\resources\images_ibericam\albentosa-20230328-130201.jpg,2023,3,28,13,2
albentosa,2023-03-28 13:03:01,..\..\resources\images_ibericam\albentosa-20230328-130301.jpg,2023,3,28,13,3
albentosa,2023-03-28 13:04:01,..\..\resources\images_ibericam\albentosa-20230328-130401.jpg,2023,3,28,13,4
albentosa,2023-03-28 13:05:01,..\..\resources\images_ibericam\albentosa-20230328-130501.jpg,2023,3,28,13,5
albentosa,2023-03-29 13:01:01,..\..\resources\images_ibericam\albentosa-20230329-130101.jpg,2023,3,29,13,1
albentosa,2023-03-29 13:02:01,..\..\resources\images_ibericam\albentosa-20230329-130201.jpg,2023,3,29,13,2
albentosa,2023-03-29 13:03:01,..\..\resources\images_ibericam\albentosa-20230329-130301.jpg,2023,3,29,13,3
albentosa,2023-03-29 13:04:01,..\..\resources\images_ibericam\albentosa-20230329-130401.jpg,2023,3,29,13,4
albentosa,2023-03-29 13:05:01,..\..\resources\images_ibericam\albentosa-20230329-130501.jpg,2023,3,29,13,5
albentosa,2023-03-30 13:01:01,..\..\resources\images_ibericam\albentosa-20230330-130101.jpg,2023,3,30,13,1
albentosa,2023-03-30 13:02:01,..\..\resources\images_ibericam\albentosa-20230330-130201.jpg,2023,3,30,13,2
albentosa,2023-03-30 13:03:01,..\..\resources\images_ibericam\albentosa-20230330-130301.jpg,2023,3,30,13,3
albentosa,2023-03-30 13:04:01,..\..\resources\images_ibericam\albentosa-20230330-130401.jpg,2023,3,30,13,4
albentosa,2023-03-30 13:05:01,..\..\resources\images_ibericam\albentosa-20230330-130501.jpg,2023,3,30,13,5
albentosa,2023-03-31 13:01:01,..\..\resources\images_ibericam\albentosa-20230331-130101.jpg,2023,3,31,13,1
albentosa,2023-03-31 13:02:01,..\..\resources\images_ibericam\albentosa-20230331-130201.jpg,2023,3,31,13,2
albentosa,2023-03-31 13:03:01,..\..\resources\images_ibericam\albentosa-20230331-130301.jpg,2023,3,31,13,3
albentosa,2023-03-31 13:04:01,..\..\resources\images_ibericam\albentosa-20230331-130401.jpg,2023,3,31,13,4
albentosa,2023-03-31 13:05:01,..\..\resources\images_ibericam\albentosa-20230331-130501.jpg,2023,3,31,13,5
albentosa,2023-04-01 13:01:01,..\..\resources\images_ibericam\albentosa-20230401-130101.jpg,2023,4,1,13,1
albentosa,2023-04-01 13:02:01,..\..\resources\images_ibericam\albentosa-20230401-130201.jpg,2023,4,1,13,2
albentosa,2023-04-01 13:03:01,..\..\resources\images_ibericam\albentosa-20230401-130301.jpg,2023,4,1,13,3
albentosa,2023-04-01 13:04:01,..\..\resources\images_ibericam\albentosa-20230401-130401.jpg,2023,4,1,13,4
albentosa,2023-04-01 13:05:01,..\..\resources\images_ibericam\albentosa-20230401-130501.jpg,2023,4,1,13,5
albentosa,2023-04-02 13:01:01,..\..\resources\images_ibericam\albentosa-20230402-130101.jpg,2023,4,2,13,1
albentosa,2023-04-02 13:02:01,..\..\resources\images_ibericam\albentosa-20230402-130201.jpg,2023,4,2,13,2
albentosa,2023-04-02 13:03:01,..\..\resources\images_ibericam\albentosa-20230402-130301.jpg,2023,4,2,13,3
albentosa,2023-04-02 13:04:01,..\..\resources\images_ibericam\albentosa-20230402-130401.jpg,2023,4,2,13,4
albentosa,2023-04-02 13:05:01,..\..\resources\images_ibericam\albentosa-20230402-130501.jpg,2023,4,2,13,5
albentosa,2023-04-03 13:01:01,..\..\resources\images_ibericam\albentosa-20230403-130101.jpg,2023,4,3,13,1
albentosa,2023-04-03 13:02:01,..\..\resources\images_ibericam\albentosa-20230403-130201.jpg,2023,4,3,13,2
albentosa,2023-04-03 13:03:01,..\..\resources\images_ibericam\albentosa-20230403-130301.jpg,2023,4,3,13,3
albentosa,2023-04-03 13:04:01,..\..\resources\images_ibericam\albentosa-20230403-130401.jpg,2023,4,3,13,4
albentosa,2023-04-03 13:05:01,..\..\resources\images_ibericam\albentosa-20230403-130501.jpg,2023,4,3,13,5
albentosa,2023-04-04 13:01:01,..\..\resources\images_ibericam\albentosa-20230404-130101.jpg,2023,4,4,13,1
albentosa,2023-04-04 13:02:01,..\..\resources\images_ibericam\albentosa-20230404-130201.jpg,2023,4,4,13,2
albentosa,2023-04-04 13:03:01,..\..\resources\images_ibericam\albentosa-20230404-130301.jpg,2023,4,4,13,3
albentosa,2023-04-04 13:04:01,..\..\resources\images_ibericam\albentosa-20230404-130401.jpg,2023,4,4,13,4
albentosa,2023-04-04 13:05:01,..\..\resources\images_ibericam\albentosa-20230404-130501.jpg,2023,4,4,13,5
albentosa,2023-04-05 13:01:01,..\..\resources\images_ibericam\albentosa-20230405-130101.jpg,2023,4,5,13,1
albentosa,2023-04-05 13:02:01,..\..\resources\images_ibericam\albentosa-20230405-130201.jpg,2023,4,5,13,2
albentosa,2023-04-05 13:03:01,..\..\resources\images_ibericam\albentosa-20230405-130301.jpg,2023,4,5,13,3
albentosa,2023-04-05 13:04:01,..\..\resources\images_ibericam\albentosa-20230405-130401.jpg,2023,4,5,13,4
albentosa,2023-04-05 13:05:01,..\..\resources\images_ibericam\albentosa-20230405-130501.jpg,2023,4,5,13,5
albentosa,2023-04-06 13:01:01,..\..\resources\images_ibericam\albentosa-20230406-130101.jpg,2023,4,6,13,1
albentosa,2023-04-06 13:02:01,..\..\resources\images_ibericam\albentosa-20230406-130201.jpg,2023,4,6,13,2
albentosa,2023-04-06 13:03:01,..\..\resources\images_ibericam\albentosa-20230406-130301.jpg,2023,4,6,13,3
albentosa,2023-04-06 13:04:01,..\..\resources\images_ibericam\albentosa-20230406-130401.jpg,2023,4,6,13,4
albentosa,2023-04-06 13:05:01,..\..\resources\images_ibericam\albentosa-20230406-130501.jpg,2023,4,6,13,5
albentosa,2023-04-07 13:01:01,..\..\resources\images_ibericam\albentosa-20230407-130101.jpg,2023,4,7,13,1
albentosa,2023-04-07 13:02:01,..\..\resources\images_ibericam\albentosa-20230407-130201.jpg,2023,4,7,13,2
albentosa,2023-04-07 13:03:01,..\..\resources\images_ibericam\albentosa-20230407-130301.jpg,2023,4,7,13,3
albentosa,2023-04-07 13:04:01,..\..\resources\images_ibericam\albentosa-20230407-130401.jpg,2023,4,7,13,4
albentosa,2023-04-07 13:05:01,..\..\resources\images_ibericam\albentosa-20230407-130501.jpg,2023,4,7,13,5
albentosa,2023-04-08 13:01:01,..\..\resources\images_ibericam\albentosa-20230408-130101.jpg,2023,4,8,13,1
albentosa,2023-04-08 13:02:01,..\..\resources\images_ibericam\albentosa-20230408-130201.jpg,2023,4,8,13,2
albentosa,2023-04-08 13:03:01,..\..\resources\images_ibericam\albentosa-20230408-130301.jpg,2023,4,8,13,3
albentosa,2023-04-08 13:04:01,..\..\resources\images_ibericam\albentosa-20230408-130401.jpg,2023,4,8,13,4
albentosa,2023-04-08 13:05:01,..\..\resources\images_ibericam\albentosa-20230408-130501.jpg,2023,4,8,13,5
albentosa,2023-04-09 13:01:01,..\..\resources\images_ibericam\albentosa-20230409-130101.jpg,2023,4,9,13,1
albentosa,2023-04-09 13:02:01,..\..\resources\images_ibericam\albentosa-20230409-130201.jpg,2023,4,9,13,2
albentosa,2023-04-09 13:03:01,..\..\resources\images_ibericam\albentosa-20230409-130301.jpg,2023,4,9,13,3
albentosa,2023-04-09 13:04:02,..\..\resources\images_ibericam\albentosa-20230409-130402.jpg,2023,4,9,13,4
albentosa,2023-04-09 13:05:01,..\..\resources\images_ibericam\albentosa-20230409-130501.jpg,2023,4,9,13,5
albentosa,2023-04-10 13:01:01,..\..\resources\images_ibericam\albentosa-20230410-130101.jpg,2023,4,10,13,1
albentosa,2023-04-10 13:02:01,..\..\resources\images_ibericam\albentosa-20230410-130201.jpg,2023,4,10,13,2
albentosa,2023-04-10 13:03:01,..\..\resources\images_ibericam\albentosa-20230410-130301.jpg,2023,4,10,13,3
albentosa,2023-04-10 13:04:01,..\..\resources\images_ibericam\albentosa-20230410-130401.jpg,2023,4,10,13,4
albentosa,2023-04-10 13:05:01,..\..\resources\images_ibericam\albentosa-20230410-130501.jpg,2023,4,10,13,5
albentosa,2023-04-11 13:01:01,..\..\resources\images_ibericam\albentosa-20230411-130101.jpg,2023,4,11,13,1
albentosa,2023-04-11 13:02:01,..\..\resources\images_ibericam\albentosa-20230411-130201.jpg,2023,4,11,13,2
albentosa,2023-04-11 13:03:01,..\..\resources\images_ibericam\albentosa-20230411-130301.jpg,2023,4,11,13,3
albentosa,2023-04-11 13:04:01,..\..\resources\images_ibericam\albentosa-20230411-130401.jpg,2023,4,11,13,4
albentosa,2023-04-11 13:05:01,..\..\resources\images_ibericam\albentosa-20230411-130501.jpg,2023,4,11,13,5
albentosa,2023-04-12 13:01:01,..\..\resources\images_ibericam\albentosa-20230412-130101.jpg,2023,4,12,13,1
albentosa,2023-04-12 13:02:01,..\..\resources\images_ibericam\albentosa-20230412-130201.jpg,2023,4,12,13,2
albentosa,2023-04-12 13:03:01,..\..\resources\images_ibericam\albentosa-20230412-130301.jpg,2023,4,12,13,3
albentosa,2023-04-12 13:04:01,..\..\resources\images_ibericam\albentosa-20230412-130401.jpg,2023,4,12,13,4
albentosa,2023-04-12 13:05:01,..\..\resources\images_ibericam\albentosa-20230412-130501.jpg,2023,4,12,13,5
albentosa,2023-04-13 13:01:01,..\..\resources\images_ibericam\albentosa-20230413-130101.jpg,2023,4,13,13,1
albentosa,2023-04-13 13:02:01,..\..\resources\images_ibericam\albentosa-20230413-130201.jpg,2023,4,13,13,2
albentosa,2023-04-13 13:03:01,..\..\resources\images_ibericam\albentosa-20230413-130301.jpg,2023,4,13,13,3
albentosa,2023-04-13 13:04:01,..\..\resources\images_ibericam\albentosa-20230413-130401.jpg,2023,4,13,13,4
albentosa,2023-04-13 13:05:01,..\..\resources\images_ibericam\albentosa-20230413-130501.jpg,2023,4,13,13,5
albentosa,2023-04-14 13:01:01,..\..\resources\images_ibericam\albentosa-20230414-130101.jpg,2023,4,14,13,1
albentosa,2023-04-14 13:02:01,..\..\resources\images_ibericam\albentosa-20230414-130201.jpg,2023,4,14,13,2
albentosa,2023-04-14 13:03:01,..\..\resources\images_ibericam\albentosa-20230414-130301.jpg,2023,4,14,13,3
albentosa,2023-04-14 13:04:01,..\..\resources\images_ibericam\albentosa-20230414-130401.jpg,2023,4,14,13,4
albentosa,2023-04-14 13:05:01,..\..\resources\images_ibericam\albentosa-20230414-130501.jpg,2023,4,14,13,5
albentosa,2023-04-15 13:01:01,..\..\resources\images_ibericam\albentosa-20230415-130101.jpg,2023,4,15,13,1
albentosa,2023-04-15 13:02:01,..\..\resources\images_ibericam\albentosa-20230415-130201.jpg,2023,4,15,13,2
albentosa,2023-04-15 13:03:01,..\..\resources\images_ibericam\albentosa-20230415-130301.jpg,2023,4,15,13,3
albentosa,2023-04-15 13:04:01,..\..\resources\images_ibericam\albentosa-20230415-130401.jpg,2023,4,15,13,4
albentosa,2023-04-15 13:05:01,..\..\resources\images_ibericam\albentosa-20230415-130501.jpg,2023,4,15,13,5
albentosa,2023-04-16 13:01:01,..\..\resources\images_ibericam\albentosa-20230416-130101.jpg,2023,4,16,13,1
albentosa,2023-04-16 13:02:01,..\..\resources\images_ibericam\albentosa-20230416-130201.jpg,2023,4,16,13,2
albentosa,2023-04-16 13:03:01,..\..\resources\images_ibericam\albentosa-20230416-130301.jpg,2023,4,16,13,3
albentosa,2023-04-16 13:04:01,..\..\resources\images_ibericam\albentosa-20230416-130401.jpg,2023,4,16,13,4
albentosa,2023-04-16 13:05:01,..\..\resources\images_ibericam\albentosa-20230416-130501.jpg,2023,4,16,13,5
albentosa,2023-04-17 13:01:01,..\..\resources\images_ibericam\albentosa-20230417-130101.jpg,2023,4,17,13,1
albentosa,2023-04-17 13:02:01,..\..\resources\images_ibericam\albentosa-20230417-130201.jpg,2023,4,17,13,2
albentosa,2023-04-17 13:03:01,..\..\resources\images_ibericam\albentosa-20230417-130301.jpg,2023,4,17,13,3
albentosa,2023-04-17 13:04:01,..\..\resources\images_ibericam\albentosa-20230417-130401.jpg,2023,4,17,13,4
albentosa,2023-04-17 13:05:01,..\..\resources\images_ibericam\albentosa-20230417-130501.jpg,2023,4,17,13,5
albentosa,2023-04-18 13:01:01,..\..\resources\images_ibericam\albentosa-20230418-130101.jpg,2023,4,18,13,1
albentosa,2023-04-18 13:02:01,..\..\resources\images_ibericam\albentosa-20230418-130201.jpg,2023,4,18,13,2
albentosa,2023-04-18 13:03:01,..\..\resources\images_ibericam\albentosa-20230418-130301.jpg,2023,4,18,13,3
albentosa,2023-04-18 13:04:01,..\..\resources\images_ibericam\albentosa-20230418-130401.jpg,2023,4,18,13,4
albentosa,2023-04-18 13:05:01,..\..\resources\images_ibericam\albentosa-20230418-130501.jpg,2023,4,18,13,5
albentosa,2023-04-19 13:01:01,..\..\resources\images_ibericam\albentosa-20230419-130101.jpg,2023,4,19,13,1
albentosa,2023-04-19 13:02:01,..\..\resources\images_ibericam\albentosa-20230419-130201.jpg,2023,4,19,13,2
albentosa,2023-04-19 13:03:01,..\..\resources\images_ibericam\albentosa-20230419-130301.jpg,2023,4,19,13,3
albentosa,2023-04-19 13:04:01,..\..\resources\images_ibericam\albentosa-20230419-130401.jpg,2023,4,19,13,4
albentosa,2023-04-19 13:05:01,..\..\resources\images_ibericam\albentosa-20230419-130501.jpg,2023,4,19,13,5
albentosa,2023-04-20 13:01:01,..\..\resources\images_ibericam\albentosa-20230420-130101.jpg,2023,4,20,13,1
albentosa,2023-04-20 13:02:01,..\..\resources\images_ibericam\albentosa-20230420-130201.jpg,2023,4,20,13,2
albentosa,2023-04-20 13:03:01,..\..\resources\images_ibericam\albentosa-20230420-130301.jpg,2023,4,20,13,3
albentosa,2023-04-20 13:04:01,..\..\resources\images_ibericam\albentosa-20230420-130401.jpg,2023,4,20,13,4
albentosa,2023-04-20 13:05:01,..\..\resources\images_ibericam\albentosa-20230420-130501.jpg,2023,4,20,13,5
albentosa,2023-04-21 13:01:01,..\..\resources\images_ibericam\albentosa-20230421-130101.jpg,2023,4,21,13,1
albentosa,2023-04-21 13:02:01,..\..\resources\images_ibericam\albentosa-20230421-130201.jpg,2023,4,21,13,2
albentosa,2023-04-21 13:03:01,..\..\resources\images_ibericam\albentosa-20230421-130301.jpg,2023,4,21,13,3
albentosa,2023-04-21 13:04:01,..\..\resources\images_ibericam\albentosa-20230421-130401.jpg,2023,4,21,13,4
albentosa,2023-04-21 13:05:01,..\..\resources\images_ibericam\albentosa-20230421-130501.jpg,2023,4,21,13,5
albentosa,2023-04-22 13:01:01,..\..\resources\images_ibericam\albentosa-20230422-130101.jpg,2023,4,22,13,1
albentosa,2023-04-22 13:02:01,..\..\resources\images_ibericam\albentosa-20230422-130201.jpg,2023,4,22,13,2
albentosa,2023-04-22 13:03:01,..\..\resources\images_ibericam\albentosa-20230422-130301.jpg,2023,4,22,13,3
albentosa,2023-04-22 13:04:01,..\..\resources\images_ibericam\albentosa-20230422-130401.jpg,2023,4,22,13,4
albentosa,2023-04-22 13:05:01,..\..\resources\images_ibericam\albentosa-20230422-130501.jpg,2023,4,22,13,5
albentosa,2023-04-23 13:01:01,..\..\resources\images_ibericam\albentosa-20230423-130101.jpg,2023,4,23,13,1
albentosa,2023-04-23 13:02:01,..\..\resources\images_ibericam\albentosa-20230423-130201.jpg,2023,4,23,13,2
albentosa,2023-04-23 13:03:01,..\..\resources\images_ibericam\albentosa-20230423-130301.jpg,2023,4,23,13,3
albentosa,2023-04-23 13:04:01,..\..\resources\images_ibericam\albentosa-20230423-130401.jpg,2023,4,23,13,4
albentosa,2023-04-23 13:05:01,..\..\resources\images_ibericam\albentosa-20230423-130501.jpg,2023,4,23,13,5
albentosa,2023-04-24 13:01:01,..\..\resources\images_ibericam\albentosa-20230424-130101.jpg,2023,4,24,13,1
albentosa,2023-04-24 13:02:01,..\..\resources\images_ibericam\albentosa-20230424-130201.jpg,2023,4,24,13,2
albentosa,2023-04-24 13:03:01,..\..\resources\images_ibericam\albentosa-20230424-130301.jpg,2023,4,24,13,3
albentosa,2023-04-24 13:04:02,..\..\resources\images_ibericam\albentosa-20230424-130402.jpg,2023,4,24,13,4
albentosa,2023-04-24 13:05:01,..\..\resources\images_ibericam\albentosa-20230424-130501.jpg,2023,4,24,13,5
albentosa,2023-04-25 13:01:01,..\..\resources\images_ibericam\albentosa-20230425-130101.jpg,2023,4,25,13,1
albentosa,2023-04-25 13:02:01,..\..\resources\images_ibericam\albentosa-20230425-130201.jpg,2023,4,25,13,2
albentosa,2023-04-25 13:03:01,..\..\resources\images_ibericam\albentosa-20230425-130301.jpg,2023,4,25,13,3
albentosa,2023-04-25 13:04:01,..\..\resources\images_ibericam\albentosa-20230425-130401.jpg,2023,4,25,13,4
albentosa,2023-04-25 13:05:01,..\..\resources\images_ibericam\albentosa-20230425-130501.jpg,2023,4,25,13,5
albentosa,2023-04-26 13:01:01,..\..\resources\images_ibericam\albentosa-20230426-130101.jpg,2023,4,26,13,1
albentosa,2023-04-26 13:02:01,..\..\resources\images_ibericam\albentosa-20230426-130201.jpg,2023,4,26,13,2
albentosa,2023-04-26 13:03:02,..\..\resources\images_ibericam\albentosa-20230426-130302.jpg,2023,4,26,13,3
albentosa,2023-04-26 13:04:01,..\..\resources\images_ibericam\albentosa-20230426-130401.jpg,2023,4,26,13,4
albentosa,2023-04-26 13:05:01,..\..\resources\images_ibericam\albentosa-20230426-130501.jpg,2023,4,26,13,5
albentosa,2023-04-27 13:01:01,..\..\resources\images_ibericam\albentosa-20230427-130101.jpg,2023,4,27,13,1
albentosa,2023-04-27 13:02:01,..\..\resources\images_ibericam\albentosa-20230427-130201.jpg,2023,4,27,13,2
albentosa,2023-04-27 13:03:01,..\..\resources\images_ibericam\albentosa-20230427-130301.jpg,2023,4,27,13,3
albentosa,2023-04-27 13:04:01,..\..\resources\images_ibericam\albentosa-20230427-130401.jpg,2023,4,27,13,4
albentosa,2023-04-27 13:05:01,..\..\resources\images_ibericam\albentosa-20230427-130501.jpg,2023,4,27,13,5
albentosa,2023-04-28 13:02:01,..\..\resources\images_ibericam\albentosa-20230428-130201.jpg,2023,4,28,13,2
albentosa,2023-04-28 13:03:01,..\..\resources\images_ibericam\albentosa-20230428-130301.jpg,2023,4,28,13,3
albentosa,2023-04-28 13:04:02,..\..\resources\images_ibericam\albentosa-20230428-130402.jpg,2023,4,28,13,4
albentosa,2023-04-28 13:05:01,..\..\resources\images_ibericam\albentosa-20230428-130501.jpg,2023,4,28,13,5
albentosa,2023-04-29 13:01:01,..\..\resources\images_ibericam\albentosa-20230429-130101.jpg,2023,4,29,13,1
albentosa,2023-04-29 13:02:01,..\..\resources\images_ibericam\albentosa-20230429-130201.jpg,2023,4,29,13,2
albentosa,2023-04-29 13:03:01,..\..\resources\images_ibericam\albentosa-20230429-130301.jpg,2023,4,29,13,3
albentosa,2023-04-29 13:04:01,..\..\resources\images_ibericam\albentosa-20230429-130401.jpg,2023,4,29,13,4
albentosa,2023-04-29 13:05:01,..\..\resources\images_ibericam\albentosa-20230429-130501.jpg,2023,4,29,13,5
albentosa,2023-04-30 13:01:02,..\..\resources\images_ibericam\albentosa-20230430-130102.jpg,2023,4,30,13,1
albentosa,2023-04-30 13:02:01,..\..\resources\images_ibericam\albentosa-20230430-130201.jpg,2023,4,30,13,2
albentosa,2023-04-30 13:03:01,..\..\resources\images_ibericam\albentosa-20230430-130301.jpg,2023,4,30,13,3
albentosa,2023-04-30 13:04:01,..\..\resources\images_ibericam\albentosa-20230430-130401.jpg,2023,4,30,13,4
albentosa,2023-04-30 13:05:01,..\..\resources\images_ibericam\albentosa-20230430-130501.jpg,2023,4,30,13,5
albentosa,2023-05-01 13:01:01,..\..\resources\images_ibericam\albentosa-20230501-130101.jpg,2023,5,1,13,1
albentosa,2023-05-01 13:02:01,..\..\resources\images_ibericam\albentosa-20230501-130201.jpg,2023,5,1,13,2
albentosa,2023-05-01 13:03:01,..\..\resources\images_ibericam\albentosa-20230501-130301.jpg,2023,5,1,13,3
albentosa,2023-05-01 13:04:01,..\..\resources\images_ibericam\albentosa-20230501-130401.jpg,2023,5,1,13,4
albentosa,2023-05-01 13:05:01,..\..\resources\images_ibericam\albentosa-20230501-130501.jpg,2023,5,1,13,5
albentosa,2023-05-02 13:01:01,..\..\resources\images_ibericam\albentosa-20230502-130101.jpg,2023,5,2,13,1
albentosa,2023-05-02 13:02:01,..\..\resources\images_ibericam\albentosa-20230502-130201.jpg,2023,5,2,13,2
albentosa,2023-05-02 13:03:01,..\..\resources\images_ibericam\albentosa-20230502-130301.jpg,2023,5,2,13,3
albentosa,2023-05-02 13:04:01,..\..\resources\images_ibericam\albentosa-20230502-130401.jpg,2023,5,2,13,4
albentosa,2023-05-02 13:05:01,..\..\resources\images_ibericam\albentosa-20230502-130501.jpg,2023,5,2,13,5
albentosa,2023-05-03 13:01:01,..\..\resources\images_ibericam\albentosa-20230503-130101.jpg,2023,5,3,13,1
albentosa,2023-05-03 13:02:01,..\..\resources\images_ibericam\albentosa-20230503-130201.jpg,2023,5,3,13,2
albentosa,2023-05-03 13:03:01,..\..\resources\images_ibericam\albentosa-20230503-130301.jpg,2023,5,3,13,3
albentosa,2023-05-03 13:04:01,..\..\resources\images_ibericam\albentosa-20230503-130401.jpg,2023,5,3,13,4
albentosa,2023-05-03 13:05:01,..\..\resources\images_ibericam\albentosa-20230503-130501.jpg,2023,5,3,13,5
albentosa,2023-05-04 13:01:01,..\..\resources\images_ibericam\albentosa-20230504-130101.jpg,2023,5,4,13,1
albentosa,2023-05-04 13:02:01,..\..\resources\images_ibericam\albentosa-20230504-130201.jpg,2023,5,4,13,2
albentosa,2023-05-04 13:03:01,..\..\resources\images_ibericam\albentosa-20230504-130301.jpg,2023,5,4,13,3
albentosa,2023-05-04 13:04:01,..\..\resources\images_ibericam\albentosa-20230504-130401.jpg,2023,5,4,13,4
albentosa,2023-05-04 13:05:01,..\..\resources\images_ibericam\albentosa-20230504-130501.jpg,2023,5,4,13,5
albentosa,2023-05-05 13:01:01,..\..\resources\images_ibericam\albentosa-20230505-130101.jpg,2023,5,5,13,1
albentosa,2023-05-05 13:02:01,..\..\resources\images_ibericam\albentosa-20230505-130201.jpg,2023,5,5,13,2
albentosa,2023-05-05 13:03:01,..\..\resources\images_ibericam\albentosa-20230505-130301.jpg,2023,5,5,13,3
albentosa,2023-05-05 13:04:01,..\..\resources\images_ibericam\albentosa-20230505-130401.jpg,2023,5,5,13,4
albentosa,2023-05-05 13:05:01,..\..\resources\images_ibericam\albentosa-20230505-130501.jpg,2023,5,5,13,5
albentosa,2023-05-06 13:01:01,..\..\resources\images_ibericam\albentosa-20230506-130101.jpg,2023,5,6,13,1
albentosa,2023-05-06 13:02:01,..\..\resources\images_ibericam\albentosa-20230506-130201.jpg,2023,5,6,13,2
albentosa,2023-05-06 13:03:01,..\..\resources\images_ibericam\albentosa-20230506-130301.jpg,2023,5,6,13,3
albentosa,2023-05-06 13:04:01,..\..\resources\images_ibericam\albentosa-20230506-130401.jpg,2023,5,6,13,4
albentosa,2023-05-06 13:05:01,..\..\resources\images_ibericam\albentosa-20230506-130501.jpg,2023,5,6,13,5
albentosa,2023-05-08 13:01:01,..\..\resources\images_ibericam\albentosa-20230508-130101.jpg,2023,5,8,13,1
albentosa,2023-05-08 13:02:01,..\..\resources\images_ibericam\albentosa-20230508-130201.jpg,2023,5,8,13,2
